Numero,DataOcorrencia,DataFechoOperacional,Natureza,EstadoOcorrencia,Distrito,Concelho,Freguesia,Localidade,Latitude,Longitude,NumeroMeiosTerrestresEnvolvidos,NumeroOperacionaisTerrestresEnvolvidos,NumeroMeiosAereosEnvolvidos,NumeroOperacionaisAereosEnvolvidos
2017130047622,28/03/2017 11:51:00,28/03/2017 12:32:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Bonfim,BONFIM,"41,15171267","-8,596118687",1,2,0,0
2017130047604,28/03/2017 11:40:00,28/03/2017 13:18:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,152985","-8,652543",1,2,0,0
2017100016459,28/03/2017 10:47:00,28/03/2017 13:15:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017130047442,28/03/2017 02:41:00,28/03/2017 03:26:00,Riscos Tecnológicos / Incêndios Urbanos ou em Área Urbanizável / Habitacional,Encerrada,PORTO,PORTO,Campanhã,CAMPANHA,"41,154223","-8,571543",4,17,0,0
2017130048508,29/03/2017 23:10:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,Junto PINGO DOCE,"41,17138973","-8,642921512",1,2,0,0
2017130048442,29/03/2017 20:26:00,29/03/2017 22:10:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,168297","-8,651472",1,2,0,0
2017130048443,29/03/2017 20:24:00,29/03/2017 21:05:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130048409,29/03/2017 19:14:00,29/03/2017 19:49:00,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",Cedofeita,"41,15359","-8,615939",2,3,0,0
2017130048344,29/03/2017 16:38:00,29/03/2017 17:29:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,R DRº SANTANA DIONÍSIO NRº 97 3º,"41,17138973","-8,642921512",1,2,0,0
2017130048204,29/03/2017 12:54:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",1,2,0,0
2017130048051,29/03/2017 06:11:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017100016967,30/03/2017 20:44:00,30/03/2017 21:58:00,Riscos Mistos / Incêndios Rurais / Agrícola,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,547087","-8,737885",3,9,0,0
2017130049021,30/03/2017 20:08:00,30/03/2017 21:15:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Paranhos,R 9 ABRIL TRASEIRAS QUARTEL PSP VIA PÚBLICA,"41,17424752","-8,604253745",1,2,0,0
2017130049000,30/03/2017 18:53:00,30/03/2017 20:08:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,15289134","-8,672794034",1,2,0,0
2017130048941,30/03/2017 18:04:00,30/03/2017 20:40:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Remoção e/ou Transporte de cadáver,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,152891","-8,672794",1,2,0,0
2017130048947,30/03/2017 18:00:00,30/03/2017 19:30:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130048888,30/03/2017 16:28:00,30/03/2017 17:17:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,2,0,0
2017130048879,30/03/2017 16:14:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017100016850,30/03/2017 10:43:00,30/03/2017 13:05:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS - SÃO JOÃO BAPTISTA E SÃO P,"39,60414354","-8,823530968",1,2,0,0
2017130048565,30/03/2017 04:20:00,30/03/2017 05:17:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",Ildefonso,"41,15359","-8,615939",1,2,0,0
2017100017154,31/03/2017 19:36:00,31/03/2017 20:52:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",1,2,0,0
2017130049499,31/03/2017 18:42:00,,"Riscos Mistos / Comprometimento total ou parcial de segurança, serviços ou estruturas / Inundação de estruturas ou superfícies por precipitação intensa",Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHA,"41,154223","-8,571543",1,3,0,0
2017130049493,31/03/2017 17:53:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",R DIU VIA PÚBLICA JUNTO FARMACIA FOZ,"41,16199862","-8,672425952",1,2,0,0
2017100017097,31/03/2017 14:16:00,31/03/2017 16:45:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Serro Ventoso,SERRO VENTOSO,"39,55898058","-8,830085165",2,4,0,0
2017130049339,31/03/2017 13:43:00,31/03/2017 14:55:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,2,0,0
2017130049304,31/03/2017 12:46:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",1,2,0,0
2017130049289,31/03/2017 12:22:00,31/03/2017 13:40:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100017067,31/03/2017 12:08:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Em Resolução,LEIRIA,PORTO DE MÓS,Serro Ventoso,SERRO VENTOSO,"39,546947","-8,820643",2,5,0,0
2017130049259,31/03/2017 11:10:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Chegada ao TO,PORTO,PORTO,Lordelo do Ouro e Massarelos,Massarelos,"41,152973","-8,644953",0,0,0,0
2017130050026,01/04/2017 21:15:00,02/04/2017 06:25:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",5,21,0,0
2017130049964,01/04/2017 18:59:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Chegada ao TO,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,2,0,0
2017130049912,01/04/2017 16:40:00,01/04/2017 21:05:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,17138973","-8,642921512",5,19,0,0
2017130049866,01/04/2017 15:00:00,01/04/2017 19:10:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",1,2,0,0
2017130049846,01/04/2017 14:45:00,01/04/2017 19:20:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",2,4,0,0
2017100017309,01/04/2017 13:14:00,01/04/2017 15:50:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,2,0,0
2017100017298,01/04/2017 12:00:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Chegada ao TO,LEIRIA,PORTO DE MÓS,Calvaria de Cima,Casais dos Matos,"39,628961","-8,873883",0,0,0,0
2017130049750,01/04/2017 11:00:00,01/04/2017 12:05:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017090010000,01/04/2017 07:55:00,01/04/2017 08:34:32,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",0,0,0,0
2017130049690,01/04/2017 07:55:00,01/04/2017 15:00:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Paranhos,Rua Constituição,"41,17424752","-8,604253745",1,2,0,0
2017130049660,01/04/2017 04:20:00,01/04/2017 05:38:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017100017204,01/04/2017 04:20:00,01/04/2017 06:05:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",1,3,0,0
2017130049657,01/04/2017 04:14:00,01/04/2017 05:10:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",ALDOAR,"41,16818112","-8,676494475",1,2,0,0
2017130049651,01/04/2017 03:39:00,01/04/2017 04:20:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","41,15359","-8,615939",1,3,0,0
2017130049643,01/04/2017 02:55:00,01/04/2017 03:39:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017130050514,02/04/2017 21:34:00,02/04/2017 23:15:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Campanhã,CAMPANHA,"41,15422269","-8,571542518",1,2,0,0
2017130050509,02/04/2017 21:19:00,02/04/2017 22:35:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100017616,02/04/2017 20:22:00,02/04/2017 22:32:00,Riscos Mistos / Incêndios Rurais / Mato,Encerrada,LEIRIA,PORTO DE MÓS,São Bento,PNSAC - CABEÇO DAS POMBAS,"39,489508","-8,809957",4,14,0,0
2017130050483,02/04/2017 20:04:00,02/04/2017 21:06:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130050355,02/04/2017 15:45:00,,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,168297","-8,651472",1,2,0,0
2017130050336,02/04/2017 15:08:00,02/04/2017 16:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",FOZ DO DOURO,"41,15289134","-8,672794034",1,2,0,0
2017130050284,02/04/2017 13:40:00,02/04/2017 20:30:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO E MASSARELOS,"41,1529732","-8,644952898",4,13,0,0
2017130050279,02/04/2017 13:35:00,02/04/2017 20:00:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130050231,02/04/2017 11:19:00,02/04/2017 12:26:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde","ALDOAR, FOZ DO DOURO E NEVOGILDE","41,16199862","-8,672425952",1,2,0,0
2017130050221,02/04/2017 10:52:00,02/04/2017 11:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,2,0,0
2017130050180,02/04/2017 09:35:00,02/04/2017 18:00:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,3,0,0
2017130050132,02/04/2017 07:40:00,02/04/2017 12:50:00,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",1,2,0,0
2017130050106,02/04/2017 04:38:00,02/04/2017 05:25:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,3,0,0
2017130050096,02/04/2017 02:55:00,02/04/2017 03:35:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CLÉRIGOS,"41,14592738","-8,619134071",1,3,0,0
2017130050087,02/04/2017 01:55:00,02/04/2017 03:04:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,15298465","-8,65254272",1,3,0,0
2017130050081,02/04/2017 01:43:00,02/04/2017 02:55:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",ALDOAR,"41,16818112","-8,676494475",1,3,0,0
2017130051087,03/04/2017 21:41:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017130051064,03/04/2017 20:55:00,03/04/2017 22:12:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100017837,03/04/2017 19:40:00,03/04/2017 20:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Queimadura,Encerrada,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",1,2,0,0
2017100017835,03/04/2017 19:36:00,03/04/2017 21:05:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Alvados e Alcaria,ALCARIA,"39,572747","-8,785999",1,2,0,0
2017130050983,03/04/2017 17:51:00,03/04/2017 18:31:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",BOAVISTA,"41,16388432","-8,631182028",1,2,0,0
2017100018079,04/04/2017 21:52:00,,Riscos Mistos / Incêndios Rurais / Mato,Vigilância,LEIRIA,PORTO DE MÓS,Arrimal e Mendiga,MENDIGA,"39,500405","-8,835312",1,2,0,0
2017130051545,04/04/2017 19:29:00,04/04/2017 20:44:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017100018048,04/04/2017 18:56:00,04/04/2017 20:40:00,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,Corredoura,"39,599352","-8,829698",2,5,0,0
2017100018031,04/04/2017 17:31:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Chegada ao TO,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",0,0,0,0
2017100018011,04/04/2017 16:10:00,04/04/2017 17:38:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS - SÃO JOÃO BAPTISTA E SÃO P,"39,60414354","-8,823530968",1,3,0,0
2017100017975,04/04/2017 13:44:00,04/04/2017 15:10:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,LEIRIA,PORTO DE MÓS,Pedreiras,PEDREIRAS,"39,59049406","-8,864765965",1,2,0,0
2017130051254,04/04/2017 10:13:00,04/04/2017 11:58:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde",ALDOAR,"41,16818112","-8,676494475",1,2,0,0
2017130051179,04/04/2017 07:26:00,04/04/2017 08:39:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CONGREGADOS,"41,15768235","-8,607307246",1,2,0,0
2017130051145,04/04/2017 02:14:00,04/04/2017 03:15:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
2017130051131,04/04/2017 00:07:00,,Riscos Tecnológicos / Acidentes / Despiste,Em Resolução,PORTO,PORTO,Ramalde,RAMALDE,"41,168297","-8,651472",2,5,0,0
2017100018278,05/04/2017 23:27:00,,"Riscos Mistos / Comprometimento total ou parcial de segurança, serviços ou estruturas / Inundação de estruturas por água canalizada",Em Curso,LEIRIA,PORTO DE MÓS,Porto de Mós - São João Baptista e São Pedro,PORTO DE MÓS,"39,599598","-8,815358",1,3,0,0
2017130052029,05/04/2017 18:35:00,05/04/2017 19:50:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130051886,05/04/2017 13:50:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017100018170,05/04/2017 12:33:00,,Riscos Mistos / Incêndios Rurais / Povoamento Florestal,Em Resolução,LEIRIA,PORTO DE MÓS,Juncal,Vale de Água,"39,609517","-8,900276",6,18,0,0
2017100018461,06/04/2017 21:20:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Mira de Aire,MIRA DE AIRE,"39,54162598","-8,7100944",1,3,0,0
2017100018460,06/04/2017 21:15:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Limpeza de Via e Sinalização de Perigo,Despacho de 1º Alerta,LEIRIA,PORTO DE MÓS,Juncal,JUNCAL,"39,60951749","-8,900275626",1,2,0,0
2017130052647,06/04/2017 20:46:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130052641,06/04/2017 20:29:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",CÂMARA MUNICIPAL DO PORTO,"41,14956395","-8,610822318",1,3,0,0
2017130052633,06/04/2017 20:13:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde","ALDOAR, FOZ DO DOURO E NEVOGILDE","41,16199862","-8,672425952",1,2,0,0
2017130052593,06/04/2017 19:01:00,,Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Prevenção a actividades de lazer,Despacho,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",2,4,0,0
2017130052582,06/04/2017 18:40:00,06/04/2017 20:30:00,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569","-8,607437",2,4,0,0
2017130052575,06/04/2017 18:21:00,06/04/2017 19:43:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Campanhã,CAMPANHÃ,"41,15863665","-8,575994389",1,2,0,0
2017130052539,06/04/2017 16:38:00,06/04/2017 18:45:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,"Aldoar, Foz do Douro e Nevogilde","ALDOAR, FOZ DO DOURO E NEVOGILDE","41,16199862","-8,672425952",1,2,0,0
2017130052496,06/04/2017 15:45:00,,"Protecção e Assistência a Pessoas e Bens / Assistência e Prevenção a actividades humanas / Busca e Resgate Aquático, de Pessoas",Em Curso,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",Miragaia,"41,15359","-8,615939",4,8,0,0
2017100018398,06/04/2017 15:36:00,06/04/2017 16:35:00,Riscos Mistos / Incêndios Rurais / Consolidação de Rescaldo,Encerrada,LEIRIA,PORTO DE MÓS,Juncal,Vale de Água,"39,609517","-8,900276",1,4,0,0
2017130052341,06/04/2017 11:41:00,06/04/2017 12:22:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Encerrada,PORTO,PORTO,Paranhos,PARANHOS,"41,17569031","-8,607437419",1,2,0,0
2017130053161,07/04/2017 20:18:00,,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Despacho de 1º Alerta,PORTO,PORTO,Lordelo do Ouro e Massarelos,Lordelo do Ouro,"41,152973","-8,644953",2,4,0,0
2017130053158,07/04/2017 20:11:00,07/04/2017 21:46:00,Riscos Tecnológicos / Acidentes / Colisão rodoviária,Encerrada,PORTO,PORTO,Lordelo do Ouro e Massarelos,LORDELO DO OURO,"41,152985","-8,652543",1,2,0,0
2017130053117,07/04/2017 19:07:00,07/04/2017 20:35:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130053098,07/04/2017 18:32:00,07/04/2017 19:33:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,2,0,0
2017130053001,07/04/2017 14:59:00,07/04/2017 16:20:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130052757,07/04/2017 05:34:00,07/04/2017 06:35:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,2,0,0
2017130052747,07/04/2017 03:57:00,07/04/2017 04:50:00,Protecção e Assistência a Pessoas e Bens / Intervenção em conflitos legais / Agressão/Violação,Encerrada,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória",Ildefonso,"41,15359","-8,615939",1,2,0,0
2017130052745,07/04/2017 03:35:00,07/04/2017 04:59:00,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Encerrada,PORTO,PORTO,Ramalde,RAMALDE,"41,16829671","-8,651472333",1,3,0,0
2017130052730,07/04/2017 01:57:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Intoxicação,Despacho de 1º Alerta,PORTO,PORTO,Ramalde,Viso de Baixo,"41,17914402","-8,642023858",1,3,0,0
2017130053794,08/04/2017 23:34:00,,Protecção e Assistência a Pessoas e Bens / Assistência em Saúde / Trauma,Despacho de 1º Alerta,PORTO,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau e Vitória","CEDOFEITA, SANTO ILDEFONSO, SÉ, MIRAGAIA","41,15359026","-8,61593911",1,3,0,0
